SME,1/31/2022,6919,0,0,0,0,0,0,0.03,0.03,0.85,1,0,-0.53,0.11,nan,0.08,0.26,0.26,3.99,0.24,-0.92,nan,130,9.6,403,4.2,510,5.2,10,443,2.8,nan,nan,nan,nan,0.09,0.12,0.25,0.39,23000000000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,10398,0,0,6,0,6,1,0.01,0.07,0.61,1,0,-8.7,0.03,-0.08,6.72,-0.03,-0.03,-0.37,0,-0.94,nan,185,12,777,7,1245,13,10,205,1.4,nan,nan,nan,nan,0.09,0.12,0.25,0.39,4744000000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,10555,0,0,1,0,1,3,0.04,0.05,0.63,1,0,-1.96,-0.05,0.09,2.4,0.18,0.31,10,0.05,-0.99,nan,118,12,612,5.6,266,2,2,1738,4,nan,nan,nan,nan,0.09,0.12,0.25,0.39,1920643200,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,10914,0,0,0,0,0,0,0,0.04,0.57,1,0,-1.15,-0.11,0.24,2.14,2.28,2.94,1.96,0.73,-0.86,nan,153,20,4241,12,704,7.2,8,2326,4,nan,nan,nan,nan,0.09,0.12,0.25,0.39,8481000000,0.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,1588,0,0,5,0,8,1,0,0,0.7,1,0,8.47,-0.43,-0.01,4.55,-0.25,-0.25,0.12,-0.05,-0.96,nan,322,12,111,1.4,138,2.6,10,733,2.8,nan,nan,nan,nan,0.09,0.12,0.25,0.39,1902000000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,1763,0,0,0,0,0,0,0.07,0.02,0.34,1,0,-1.29,-0.05,0.22,-1.68,-0.11,-0.79,-0.93,0.16,-0.99,nan,234,11,96,1.8,1352,13,5,126,1.2,nan,nan,nan,nan,0.09,0.12,0.25,0.39,14141520000,0.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,2353,0,0,0,0,0,0,0.1,0.22,0.14,1,0,0.09,0.43,-0.22,4.28,2.07,0.51,0.38,0.39,-0.98,nan,138,16,1050,12,542,4.8,1.6,2264,4,nan,nan,nan,nan,0.09,0.12,0.25,0.39,5203912215,0.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,4706,0,0,0,0,0,0,0.05,0.03,0.99,1,0,-0.71,0.12,0.73,-0.71,0.12,-1.06,-0.47,0.41,-0.97,nan,143,8.8,383,5.4,750,7.8,5,186,1.2,nan,nan,nan,nan,0.09,0.12,0.25,0.39,10996214000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,5102,0,0,0,0,0,0,0.06,0.01,1.95,1,0,-2.93,-0.04,0.08,30,0.97,0.48,0.02,0.02,-1,nan,112,6.6,557,9,1591,13,5,273,1.2,nan,nan,nan,nan,0.09,0.12,0.25,0.39,61696146532,0.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,5323,0,0,8,0,7,1,0.01,0,0.25,1,0,-0.53,1.44,2.73,-0.95,0.15,0.14,-0.09,3.07,-0.99,nan,105,7.2,195,8,1228,12,10,290,1.4,nan,nan,nan,nan,0.09,0.12,0.25,0.39,2828000000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SME,1/31/2022,5446,0,0,0,0,0,0,0.03,0.01,1.39,1,0,-0.49,0.06,0.39,1.15,0.26,0.25,0.3,0.12,-0.98,nan,132,11,189,3.2,246,4.4,5,373,1.6,nan,nan,nan,nan,0.09,0.12,0.25,0.39,39701989191,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
